1772;G;ABIRATERONE MYLAN 500 mg, comprimé pelliculé
1771;G;ABIRATERONE QILU 250 mg, comprimé
1772;G;ABIRATERONE QILU 500 mg, comprimé pelliculé
1772;G;ABIRATERONE REDDY PHARMA 500 mg, comprimé pelliculé
1772;G;ABIRATERONE SANDOZ 500 mg, comprimé pelliculé
1772;G;ABIRATERONE SUN 500 mg, comprimé pelliculé
1772;G;ABIRATERONE SYNTHON 500 mg, comprimé pelliculé
1772;G;ABIRATERONE TEVA 500 mg, comprimé pelliculé
1772;G;ABIRATERONE ZENTIVA 500 mg, comprimé pelliculé
1655;R;ABRAXANE 5 mg/mL, poudre pour dispersion injectable pour perfusion
1727;R;ABSTRAL 100 microgrammes, comprimé sublingual
1728;R;ABSTRAL 200 microgrammes, comprimé sublingual
1729;R;ABSTRAL 300 microgrammes, comprimé sublingual
1730;R;ABSTRAL 400 microgrammes, comprimé sublingual
1731;R;ABSTRAL 600 microgrammes, comprimé sublingual
1732;R;ABSTRAL 800 microgrammes, comprimé sublingual
1153;G;ACAMPROSATE BIOGARAN 333 mg, comprimé pelliculé gastro-résistant
1153;G;ACAMPROSATE REF 333 mg, comprimé pelliculé gastro-résistant
1153;G;ACAMPROSATE SET 333 mg, comprimé pelliculé gastro-résistant
1153;G;ACAMPROSATE VIATRIS 333 mg, comprimé enrobé gastro-résistant
861;G;ACARBOSE ARROW LAB 100 mg, comprimé
862;G;ACARBOSE ARROW LAB 50 mg, comprimé
861;G;ACARBOSE BIOGARAN 100 mg, comprimé sécable
862;G;ACARBOSE BIOGARAN 50 mg, comprimé
861;G;ACARBOSE EG 100 mg, comprimé
862;G;ACARBOSE EG 50 mg, comprimé
861;G;ACARBOSE SANDOZ 100 mg, comprimé
862;G;ACARBOSE SANDOZ 50 mg, comprimé
861;G;ACARBOSE VIATRIS 100 mg, comprimé sécable
862;G;ACARBOSE VIATRIS 50 mg, comprimé
861;G;ACARBOSE ZENTIVA 100 mg, comprimé sécable
862;G;ACARBOSE ZENTIVA 50 mg, comprimé
80;G;ACEBUTOLOL ALMUS 200 mg, comprimé pelliculé
80;G;ACEBUTOLOL ARROW 200 mg, comprimé pelliculé
81;G;ACEBUTOLOL ARROW 400 mg, comprimé pelliculé sécable
80;G;ACEBUTOLOL ARROW LAB 200 mg, comprimé pelliculé sécable
81;G;ACEBUTOLOL ARROW LAB 400 mg, comprimé pelliculé sécable
80;G;ACEBUTOLOL BIOGARAN 200 mg, comprimé pelliculé
81;G;ACEBUTOLOL BIOGARAN 400 mg, comprimé pelliculé
80;G;ACEBUTOLOL CRISTERS 200 mg, comprimé pelliculé
81;G;ACEBUTOLOL CRISTERS 400 mg, comprimé pelliculé
80;G;ACEBUTOLOL EG 200 mg, comprimé pelliculé
81;G;ACEBUTOLOL EG 400 mg, comprimé pelliculé
80;G;ACEBUTOLOL SANDOZ 200 mg, comprimé enrobé
81;G;ACEBUTOLOL SANDOZ 400 mg, comprimé enrobé
80;G;ACEBUTOLOL TEVA 200 mg, comprimé pelliculé
81;G;ACEBUTOLOL TEVA 400 mg, comprimé pelliculé sécable
80;G;ACEBUTOLOL VIATRIS 200 mg, comprimé pelliculé
81;G;ACEBUTOLOL VIATRIS 400 mg, comprimé pelliculé
80;G;ACEBUTOLOL ZENTIVA 200 mg, comprimé pelliculé
81;G;ACEBUTOLOL ZENTIVA 400 mg, comprimé pelliculé
1220;G;ACEBUTOLOL ZENTIVA LP 500 mg, comprimé pelliculé à libération prolongée
80;G;ACEBUTOLOL ZYDUS 200 mg, comprimé pelliculé
81;G;ACEBUTOLOL ZYDUS 400 mg, comprimé pelliculé
470;G;ACECLOFENAC ACCORD 100 mg, comprimé pelliculé
470;G;ACECLOFENAC BIOGARAN 100 mg, comprimé pelliculé
470;G;ACECLOFENAC EG LABO 100 mg, comprimé pelliculé
470;G;ACECLOFENAC VIATRIS 100 mg, comprimé pelliculé
409;G;ACETATE DE CYPROTERONE ARROW 100 mg, comprimé sécable
129;G;ACETATE DE CYPROTERONE ARROW 50 mg, comprimé sécable
903;G;ACETYLCYSTEINE BGR CONSEIL 200 mg SANS SUCRE, poudre pour solution buvable en sachet-dose
903;G;ACETYLCYSTEINE BIOGARAN CONSEIL 200 mg, poudre pour solution buvable en sachet
903;G;ACETYLCYSTEINE EG 200 mg, poudre pour solution buvable en sachet-dose
903;G;ACETYLCYSTEINE EG LABO CONSEIL 200 mg SANS SUCRE, poudre pour solution buvable en sachet-dose
903;G;ACETYLCYSTEINE TEVA CONSEIL 200 mg SANS SUCRE, poudre pour solution buvable en sachet-dose
903;G;ACETYLCYSTEINE VIATRIS CONSEIL 200 mg, poudre pour solution buvable en sachet-dose
903;G;ACETYLCYSTEINE ZENTIVA CONSEIL 200 mg SANS SUCRE, poudre pour solution buvable en sachet
1061;G;ACETYLLEUCINE BIOGARAN 500 mg, comprimé
1061;G;ACETYLLEUCINE TEVA 500 mg, comprimé
1061;G;ACETYLLEUCINE VIATRIS 500 mg, comprimé
1061;G;ACETYLLEUCINE ZENTIVA 500 mg, comprimé
198;G;ACICLOVIR ALMUS 200 mg, comprimé
113;G;ACICLOVIR ALMUS 5 %, crème
113;G;ACICLOVIR ARROW 5 %, crème
199;G;ACICLOVIR ARROW 800 mg, comprimé
198;G;ACICLOVIR ARROW GENERIQUES 200 mg, comprimé
199;G;ACICLOVIR BGR 800 mg, comprimé
198;G;ACICLOVIR BIOGARAN 200 mg, comprimé
113;G;ACICLOVIR BIOGARAN 5 %, crème
199;G;ACICLOVIR BIOGARAN 800 mg, comprimé
198;G;ACICLOVIR CRISTERS 200 mg, comprimé
113;G;ACICLOVIR CRISTERS 5 %, crème
198;G;ACICLOVIR EG 200 mg, comprimé
113;G;ACICLOVIR EG 5 POUR CENT, crème
199;G;ACICLOVIR EG 800 mg, comprimé
429;G;ACICLOVIR HIKMA 250 mg, poudre pour solution pour perfusion
430;G;ACICLOVIR HIKMA 500 mg, poudre pour solution pour perfusion
429;G;ACICLOVIR NORIDEM 250 mg, poudre pour solution pour perfusion
430;G;ACICLOVIR NORIDEM 500 mg, poudre pour solution pour perfusion
198;G;ACICLOVIR RANBAXY 200 mg, comprimé
113;G;ACICLOVIR SANDOZ 5 %, crème
198;G;ACICLOVIR TEVA 200 mg, comprimé
199;G;ACICLOVIR TEVA 800 mg, comprimé
198;G;ACICLOVIR VIATRIS 200 mg, comprimé
429;G;ACICLOVIR VIATRIS 250 mg, poudre pour solution injectable (IV)
113;G;ACICLOVIR VIATRIS 5 %, crème
430;G;ACICLOVIR VIATRIS 500 mg, poudre pour solution injectable (IV)
199;G;ACICLOVIR VIATRIS 800 mg, comprimé
198;G;ACICLOVIR ZENTIVA 200 mg, comprimé
113;G;ACICLOVIR ZENTIVA 5 %, crème
199;G;ACICLOVIR ZENTIVA 800 mg, comprimé
198;G;ACICLOVIR ZYDUS 200 mg, comprimé
113;G;ACICLOVIR ZYDUS 5 %, crème
457;G;ACIDE ALENDRONIQUE ALTER 70 mg, comprimé pelliculé
457;G;ACIDE ALENDRONIQUE ARROW LAB 70 mg, comprimé
457;G;ACIDE ALENDRONIQUE BIOGARAN 70 mg, comprimé
457;G;ACIDE ALENDRONIQUE CRISTERS 70 mg, comprimé
457;G;ACIDE ALENDRONIQUE EDEST 70 mg, comprimé
457;G;ACIDE ALENDRONIQUE EG 70 mg, comprimé
457;G;ACIDE ALENDRONIQUE EVOLUGEN 70 mg, comprimé
457;G;ACIDE ALENDRONIQUE TEVA SANTE 70 mg, comprimé
457;G;ACIDE ALENDRONIQUE VIATRIS 70 mg, comprimé
457;G;ACIDE ALENDRONIQUE ZENTIVA 70 mg, comprimé
1409;G;ACIDE ALENDRONIQUE/CHOLECALCIFEROL (VITAMINE D3) CRISTERS 70 mg/2800 UI, comprimé
1410;G;ACIDE ALENDRONIQUE/CHOLECALCIFEROL (VITAMINE D3) CRISTERS 70 mg/5600 UI, comprimé
1409;G;ACIDE ALENDRONIQUE/CHOLECALCIFEROL (VITAMINE D3) EG 70 mg/2800 UI, comprimé
1410;G;ACIDE ALENDRONIQUE/CHOLECALCIFEROL (VITAMINE D3) EG 70 mg/5600 UI, comprimé
1409;G;ACIDE ALENDRONIQUE/CHOLECALCIFEROL (VITAMINE D3) EVOLUGEN 70 mg/2800 UI, comprimé
1410;G;ACIDE ALENDRONIQUE/CHOLECALCIFEROL (VITAMINE D3) EVOLUGEN 70 mg/5600 UI, comprimé
1409;G;ACIDE ALENDRONIQUE/CHOLECALCIFEROL (VITAMINE D3) ZENTIVA 70 mg/2 800 UI, comprimé
1410;G;ACIDE ALENDRONIQUE/CHOLECALCIFEROL (VITAMINE D3) ZENTIVA 70 mg/5 600 UI, comprimé
1409;G;ACIDE ALENDRONIQUE/VITAMINE D3 ARROW 70 mg/2 800 UI, comprimé
1410;G;ACIDE ALENDRONIQUE/VITAMINE D3 ARROW 70 mg/5 600 UI, comprimé
1409;G;ACIDE ALENDRONIQUE/VITAMINE D3 BGR 70 mg/2800 UI, comprimé
1410;G;ACIDE ALENDRONIQUE/VITAMINE D3 BGR 70 mg/5600 UI, comprimé
1409;G;ACIDE ALENDRONIQUE/VITAMINE D3 TEVA SANTE 70 mg/2800 UI, comprimé
1410;G;ACIDE ALENDRONIQUE/VITAMINE D3 TEVA SANTE 70 mg/5600 UI, comprimé
1409;G;ACIDE ALENDRONIQUE/VITAMINE D3 VIATRIS 70 mg/2800 UI, comprimé
1410;G;ACIDE ALENDRONIQUE/VITAMINE D3 VIATRIS 70 mg/5 600 UI, comprimé
1443;G;ACIDE CARGLUMIQUE TILLOMED 200 mg, comprimé dispersible sécable
1443;G;ACIDE CARGLUMIQUE WAYMADE 200 mg, comprimé dispersible
40;G;ACIDE FOLIQUE ARROW 5 mg, comprimé
1807;G;ACIDE FOLIQUE BIOGARAN 0,4 mg, comprimé
40;G;ACIDE FOLIQUE CCD 5 mg, comprimé
40;G;ACIDE FOLIQUE VIATRIS 5 mg, comprimé
664;G;ACIDE FUSIDIQUE ARROW 2 %, crème
664;G;ACIDE FUSIDIQUE BGR 2 %, crème
664;G;ACIDE FUSIDIQUE BIOGARAN 2 %, crème
664;G;ACIDE FUSIDIQUE EG 2 %, crème
664;G;ACIDE FUSIDIQUE SANDOZ 2 %, crème
664;G;ACIDE FUSIDIQUE VIATRIS 2 %, crème
664;G;ACIDE FUSIDIQUE ZENTIVA 2 %, crème
1221;G;ACIDE GADOTERIQUE GUERBET 0,5 mmol/mL, solution injectable
1399;G;ACIDE GADOTERIQUE GUERBET 0,5 mmol/mL, solution injectable en seringue pré-remplie
881;G;ACIDE IBANDRONIQUE ISOMED 150 mg, comprimé pelliculé
881;G;ACIDE IBANDRONIQUE TEVA 150 mg, comprimé pelliculé
957;G;ACIDE IBANDRONIQUE TEVA 50 mg, comprimé pelliculé
227;G;ACIDE TIAPROFENIQUE ARROW 100 mg, comprimé sécable
228;G;ACIDE TIAPROFENIQUE ARROW 200 mg, comprimé sécable
227;G;ACIDE TIAPROFENIQUE ZENTIVA 100 mg, comprimé sécable
1477;G;ACIDE TRANEXAMIQUE ACCORD 0,5 g/5 mL, solution injectable
1477;G;ACIDE TRANEXAMIQUE AGUETTANT 0,5 g/5 mL, solution injectable
1477;G;ACIDE TRANEXAMIQUE ARROW 0,5 g/5 ml I.V., solution injectable
1477;G;ACIDE TRANEXAMIQUE VIATRIS 0,5 g/5 mL, solution injectable
1082;G;ACIDE URSODESOXYCHOLIQUE ARROW 250 mg, comprimé pelliculé
1709;G;ACIDE URSODESOXYCHOLIQUE ARROW 500 mg, comprimé pelliculé sécable
1082;G;ACIDE URSODESOXYCHOLIQUE BIOGARAN 250 mg, comprimé pelliculé
1709;G;ACIDE URSODESOXYCHOLIQUE BIOGARAN 500 mg, comprimé pelliculé sécable
1082;G;ACIDE URSODESOXYCHOLIQUE SUBSTIPHARM 250 mg, comprimé pelliculé
1082;G;ACIDE URSODESOXYCHOLIQUE TEVA 250 mg, comprimé pelliculé
1709;G;ACIDE URSODESOXYCHOLIQUE TEVA 500 mg, c omprimé pelliculé sécable
1082;G;ACIDE URSODESOXYCHOLIQUE VIATRIS 250 mg, comprimé pelliculé
1709;G;ACIDE URSODESOXYCHOLIQUE VIATRIS 500 mg, comprimé pelliculé sécable
1117;G;ACIDE ZOLEDRONIQUE ALTAN 4 mg/100 ml, solution pour perfusion
1096;G;ACIDE ZOLEDRONIQUE ALTAN 5 mg/100 ml, solution pour perfusion
1117;G;ACIDE ZOLEDRONIQUE BIOGARAN 4 mg/100 ml, solution pour perfusion
1086;G;ACIDE ZOLEDRONIQUE BIOGARAN 4 mg/5 ml, solution à diluer pour perfusion
1096;G;ACIDE ZOLEDRONIQUE BIOGARAN 5 mg/100 mL, solution pour perfusion
1096;G;ACIDE ZOLEDRONIQUE EG 5 mg/100 ml, solution pour perfusion
1086;G;ACIDE ZOLEDRONIQUE FRESENIUS KABI 4 mg/5 ml, solution à diluer pour perfusion
1117;G;ACIDE ZOLEDRONIQUE MEDAC 4 mg/100 ml, solution pour perfusion
1086;G;ACIDE ZOLEDRONIQUE MEDAC 4 mg/5 ml, solution à diluer pour perfusion
1086;G;ACIDE ZOLEDRONIQUE MYLAN 4 mg/5 ml, solution à diluer pour perfusion
1117;G;ACIDE ZOLEDRONIQUE SANDOZ 4 mg/100 ml, solution pour perfusion
1096;G;ACIDE ZOLEDRONIQUE SANDOZ 5 mg/100 ml, solution pour perfusion
1096;G;ACIDE ZOLEDRONIQUE SEACROSS 5 mg/100 mL, solution pour perfusion
1086;G;ACIDE ZOLEDRONIQUE TEVA 4 mg/5 ml, solution à diluer pour perfusion
1086;G;ACIDE ZOLEDRONIQUE TILLOMED 4 mg/5 mL, solution à diluer pour perfusion
1117;G;ACIDE ZOLEDRONIQUE VIATRIS 4 mg/100 ml, solution pour perfusion
1096;G;ACIDE ZOLEDRONIQUE VIATRIS 5 mg/100 ml, solution pour perfusion
1117;G;ACIDE ZOLEDRONIQUE ZENTIVA LAB 4 mg/100 ml, solution pour perfusion
1096;R;ACLASTA 5 mg, solution pour perfusion
113;R;ACTIVIR 5 % crème
983;R;ACTONEL 30 mg, comprimé pelliculé
938;R;ACTONEL 35 mg, comprimé pelliculé
984;R;ACTONEL 5 mg, comprimé pelliculé
1010;R;ACTONEL 75 mg, comprimé pelliculé
517;R;ACUILIX 20 mg/12,5 mg, comprimé pelliculé sécable
100;R;ACUITEL 20 mg, comprimé enrobé sécable
453;R;ACUITEL 5 mg, comprimé enrobé sécable
908;R;ACUPAN 20 mg/2 mL, solution injectable
1829;R;ACUPAN, comprimé
85;R;ADALATE 20 mg L.P., comprimé à libération prolongée
478;R;ADANCOR 10 mg, comprimé sécable
480;R;ADANCOR 20 mg, comprimé
944;G;ADAPALENE TEVA 0,1 POUR CENT, crème
944;G;ADAPALENE ZENTIVA 0,1 %, crème
945;G;ADAPALENE ZENTIVA 0,1 %, gel
810;R;ADARTREL 0,25 mg, comprimé pelliculé
809;R;ADARTREL 0,50 mg, comprimé pelliculé
808;R;ADARTREL 1 mg, comprimé pelliculé
807;R;ADARTREL 2 mg, comprimé pelliculé
1386;R;ADCIRCA 20 mg, comprimé pelliculé
1289;R;ADENOSCAN 30 mg/10 mL, solution pour perfusion
1289;G;ADENOSINE ACCORD 30 mg/10 ml, solution pour perfusion
1263;G;ADENOSINE ACCORD 6 mg/2 ml, solution injectable
1263;G;ADENOSINE HIKMA 6 mg/2 mL, solution injectable
1263;G;ADENOSINE MEDISOL 6 mg/2 ml, solution injectable
1420;R;ADENURIC 120 mg, comprimé pelliculé
1419;R;ADENURIC 80 mg, comprimé pelliculé
757;R;ADEPAL, comprimé enrobé
665;R;ADRIBLASTINE 10 mg, poudre pour solution injectable en flacon
534;R;ADRIBLASTINE 10 mg/5 ml, solution injectable pour perfusion en flacon
1633;R;ADRIBLASTINE 200 mg/100 ml, solution injectable pour perfusion en flacon
673;R;ADRIBLASTINE 50 mg, poudre pour solution injectable en flacon
540;R;ADRIBLASTINE 50 mg/25 ml, solution injectable pour perfusion en flacon
1409;R;ADROVANCE 70 mg/2800 UI, comprimé
1410;R;ADROVANCE 70 mg/5600 UI, comprimé
1333;R;ADVIL 200 mg, comprimé enrobé
1800;R;ADVILCAPS 400 mg, capsule molle
332;R;ADVILMED 400 mg, comprimé enrobé
513;R;ADVILMED 5 %, gel
1038;R;AERIUS 0,5 mg/ml, solution buvable
1037;R;AERIUS 5 mg, comprimé pelliculé
1468;R;AFINITOR 10 mg, comprimé
1469;R;AFINITOR 2,5 mg, comprimé
1470;R;AFINITOR 5 mg, comprimé
1536;G;AGOMELATINE BIOGARAN 25 mg, comprimé pelliculé
1536;G;AGOMELATINE CRISTERS 25 mg, comprimé pelliculé
1536;G;AGOMELATINE EG 25 mg, comprimé pelliculé
1536;G;AGOMELATINE VIATRIS 25 mg, comprimé pelliculé
1536;G;AGOMELATINE ZENTIVA 25 mg, comprimé pelliculé
1175;R;AGRASTAT 50 microgrammes/ml, solution pour perfusion
60;R;ALDACTAZINE 25 mg/15 mg, comprimé sécable
837;R;ALDACTONE 25 mg, comprimé sécable
57;R;ALDACTONE 50 mg, comprimé sécable
58;R;ALDACTONE 75 mg, comprimé sécable
309;G;ALDIREK 10 mg, comprimé pelliculé sécable
333;G;ALENDRONATE TEVA 10 mg, comprimé
168;R;ALFATIL 250 mg/5 ml, poudre pour suspension buvable
1661;G;ALFENTANIL KALCEKS 0,5 mg/mL, solution injectable/pour perfusion
1662;G;ALFENTANIL KALCEKS 0,5 mg/mL, solution injectable/pour perfusion
422;G;ALFUZOSINE ARROW LP 10 mg, comprimé pelliculé à libération prolongée
422;G;ALFUZOSINE BIOGARAN L.P. 10 mg, comprimé pelliculé à libération prolongée
422;G;ALFUZOSINE CRISTERS LP 10 mg, comprimé à libération prolongée
422;G;ALFUZOSINE CRISTERS PHARMA LP 10 mg, comprimé à libération prolongée
422;G;ALFUZOSINE EG L.P. 10 mg, comprimé à libération prolongée
422;S;ALFUZOSINE EVOLUGEN L.P. 10 mg, comprimé pelliculé à libération prolongée
422;G;ALFUZOSINE SANDOZ L.P. 10 mg, comprimé à libération prolongée
422;G;ALFUZOSINE TEVA SANTE L.P. 10 mg, comprimé à libération prolongée
422;G;ALFUZOSINE VIATRIS L.P. 10 mg, comprimé à libération prolongée
422;G;ALFUZOSINE ZENTIVA LP 10 mg, comprimé à libération prolongée
422;G;ALFUZOSINE ZYDUS L.P. 10 mg, comprimé à libération prolongée
375;G;ALGINATE DE SODIUM / BICARBONATE DE SODIUM BIOGARAN 250 mg/133,5 mg pour 5 ml, suspension buvable en flacon
1132;G;ALGINATE DE SODIUM / BICARBONATE DE SODIUM FRILAB 500 mg/267 mg pour 10 mL, suspension buvable en sachet
1132;G;ALGINATE DE SODIUM / BICARBONATE DE SODIUM UNITHER 500 mg/267 mg pour 10 ml, suspension buvable en sachet
1132;G;ALGINATE DE SODIUM/BICARBONATE DE SODIUM ARROW 500 mg/267 mg pour 10 ml, suspension buvable en sachet
1132;G;ALGINATE DE SODIUM/BICARBONATE DE SODIUM ARROW LAB 500 mg/267 mg pour 10 ml, suspension buvable en sachet
1132;G;ALGINATE DE SODIUM/BICARBONATE DE SODIUM BGR 500 mg/267 mg pour 10 ml, suspension buvable en sachet
1132;G;ALGINATE DE SODIUM/BICARBONATE DE SODIUM BIOGARAN CONSEIL 500 mg/267 mg, suspension buvable en sachet édulcorée à la saccharine sodique
1132;G;ALGINATE DE SODIUM/BICARBONATE DE SODIUM CRISTERS 500 mg/267 mg pour 10 ml, suspension buvable en sachet
1132;G;ALGINATE DE SODIUM/BICARBONATE DE SODIUM EG 500 mg/267 mg pour 10 mL, suspension buvable en sachet
1132;G;ALGINATE DE SODIUM/BICARBONATE DE SODIUM EG LABO CONSEIL 500 mg/267 mg pour 10 mL, suspension buvable en sachet
1132;G;ALGINATE DE SODIUM/BICARBONATE DE SODIUM LABORATOIRE X.O 0,5 g/0,267 g, suspension buvable en sachet-dose
1132;G;ALGINATE DE SODIUM/BICARBONATE DE SODIUM SANDOZ 500 mg/267 mg, suspension buvable en sachet
1132;G;ALGINATE DE SODIUM/BICARBONATE DE SODIUM SANDOZ CONSEIL 500 mg/267 mg MENTHE SANS SUCRE, suspension buvable en sachet édulcorée à la saccharine sodique
1132;G;ALGINATE DE SODIUM/BICARBONATE DE SODIUM VIATRIS 500 mg/267 mg, suspension buvable en sachet
1132;G;ALGINATE DE SODIUM/BICARBONATE DE SODIUM VIATRIS CONSEIL 500 mg/267 mg MENTHE SANS SUCRE, suspension buvable en sachet édulcorée à la saccharine sodique
1132;G;ALGINATE DE SODIUM/BICARBONATE DE SODIUM ZENTIVA 500 mg/267 mg, suspension buvable en sachet
1347;R;ALIMTA 100 mg, poudre pour solution à diluer pour perfusion
1348;R;ALIMTA 500 mg, poudre pour solution à diluer pour perfusion
1613;G;ALIZEM 10 mg, capsule molle
1612;G;ALIZEM 30 mg, capsule molle
1699;R;ALKERAN 50 mg/10 ml, lyophilisat et solution pour usage parentéral (I.V.)
1611;R;ALKONATREM 150 mg, gélule
552;R;ALLERVI 120 mg, comprimé pelliculé
235;G;ALLOPURINOL ARROW 100 mg, comprimé
236;G;ALLOPURINOL ARROW 200 mg, comprimé
237;G;ALLOPURINOL ARROW 300 mg, comprimé
235;G;ALLOPURINOL ARROW LAB 100 mg, comprimé
236;G;ALLOPURINOL ARROW LAB 200 mg, comprimé
237;G;ALLOPURINOL ARROW LAB 300 mg, comprimé
235;G;ALLOPURINOL BIOGARAN 100 mg, comprimé
236;G;ALLOPURINOL BIOGARAN 200 mg, comprimé
237;G;ALLOPURINOL BIOGARAN 300 mg, comprimé
235;G;ALLOPURINOL CRISTERS 100 mg, comprimé
236;G;ALLOPURINOL CRISTERS 200 mg, comprimé
237;G;ALLOPURINOL CRISTERS 300 mg, comprimé
235;G;ALLOPURINOL EG 100 mg, comprimé
236;G;ALLOPURINOL EG 200 mg, comprimé
237;G;ALLOPURINOL EG 300 mg, comprimé
236;G;ALLOPURINOL RATIOPHARM 200 mg, capsule
235;G;ALLOPURINOL SANDOZ 100 mg, comprimé
236;G;ALLOPURINOL SANDOZ 200 mg, comprimé
237;G;ALLOPURINOL SANDOZ 300 mg, comprimé
235;G;ALLOPURINOL SET 100 mg, comprimé
236;G;ALLOPURINOL SET 200 mg, comprimé
237;G;ALLOPURINOL SET 300 mg, comprimé
235;G;ALLOPURINOL SUN 100 mg, comprimé
236;G;ALLOPURINOL SUN 200 mg, comprimé
237;G;ALLOPURINOL SUN 300 mg, comprimé
235;G;ALLOPURINOL TEVA 100 mg, comprimé
236;G;ALLOPURINOL TEVA 200 mg, comprimé
237;G;ALLOPURINOL TEVA 300 mg, comprimé
235;G;ALLOPURINOL VIATRIS 100 mg, comprimé
236;G;ALLOPURINOL VIATRIS 200 mg, comprimé
237;G;ALLOPURINOL VIATRIS 300 mg, comprimé
235;G;ALLOPURINOL ZENTIVA 100 mg, comprimé
236;G;ALLOPURINOL ZENTIVA 200 mg, comprimé
237;G;ALLOPURINOL ZENTIVA 300 mg, comprimé
1207;R;ALMOGRAN 12,5 mg, comprimé pelliculé
1207;G;ALMOTRIPTAN ARROW 12,5 mg, comprimé pelliculé
1207;G;ALMOTRIPTAN BIOGARAN 12,5 mg, comprimé pelliculé
1207;G;ALMOTRIPTAN EG 12,5 mg, comprimé pelliculé
1207;G;ALMOTRIPTAN TEVA 12,5 mg, comprimé pelliculé
1207;G;ALMOTRIPTAN VIATRIS 12,5 mg, comprimé pelliculé
1207;G;ALMOTRIPTAN ZENTIVA 12,5 mg, comprimé pelliculé
1207;G;ALMOTRIPTAN ZYDUS 12,5 mg, comprimé pelliculé
345;G;ALOPEXY 50 mg/ml, solution pour application cutanée
956;R;ALOSTIL 2 %, solution pour application cutanée
345;R;ALOSTIL 5 %, solution pour application cutanée
1471;R;ALOXI 250 microgrammes, solution injectable
660;R;ALPHAGAN 0,2 % (2mg/ml), collyre en solution
271;G;ALPRAZOLAM ALTER 0,25 mg, comprimé sécable
272;G;ALPRAZOLAM ALTER 0,50 mg, comprimé sécable
271;G;ALPRAZOLAM ARROW 0,25 mg, comprimé sécable
272;G;ALPRAZOLAM ARROW 0,50 mg, comprimé sécable
271;G;ALPRAZOLAM ARROW LAB 0,25 mg, comprimé sécable
272;G;ALPRAZOLAM ARROW LAB 0,50 mg, comprimé sécable
271;G;ALPRAZOLAM BIOGARAN 0,25 mg, comprimé sécable
272;G;ALPRAZOLAM BIOGARAN 0,50 mg, comprimé sécable
271;G;ALPRAZOLAM CRISTERS 0,25 mg, comprimé sécable
272;G;ALPRAZOLAM CRISTERS 0,50 mg, comprimé sécable
271;G;ALPRAZOLAM EG 0,25 mg, comprimé sécable
272;G;ALPRAZOLAM EG 0,50 mg, comprimé sécable
271;G;ALPRAZOLAM EVOLUGEN PHARMA 0,25 mg, comprimé
272;G;ALPRAZOLAM EVOLUGEN PHARMA 0,5 mg, comprimé
271;G;ALPRAZOLAM GRINDEKS 0,25 mg, comprimé sécable
581;G;ALPRAZOLAM GRINDEKS 1 mg, comprimé sécable
271;G;ALPRAZOLAM HCS 0,25 mg, comprimé
272;G;ALPRAZOLAM HCS 0,5 mg, comprimé
271;G;ALPRAZOLAM SANDOZ 0,25 mg, comprimé sécable
